word		onto_global			onto_domain				second_feature
湖北影视				channel_name				湖北影视				channel
湖北教育				channel_name				湖北教育				channel
湖北生活				channel_name				湖北生活				channel
湖北经视				channel_name				湖北经视				channel
湖北经视HD			channel_name				湖北经视高清				channel
湖北经视高清			channel_name				湖北经视高清				channel
湖北综合				channel_name				湖北综合				channel
湖北综合HD			channel_name				湖北综合高清				channel
湖北综合高清			channel_name				湖北综合高清				channel
湖南卫视				channel_name				湖南卫视				channel
芒果台				channel_name				湖南卫视				channel
芒果卫视    			channel_name				湖南卫视				channel
湖南台				channel_name				湖南卫视				channel
湖南卫视超清			channel_name				湖南卫视超清				channel
芒果台超清	    	channel_name				湖南卫视超清				channel
湖南卫视高清			channel_name				湖南卫视高清				channel
芒果台高清			channel_name				湖南卫视高清				channel
湛江公共				channel_name				湛江公共				channel
湛江新闻综合			channel_name				湛江新闻综合				channel
演唱会频道			channel_name				演唱会频道				channel
潜江新闻				channel_name				潜江新闻				channel
潜江经济				channel_name				潜江经济				channel
潮州公共				channel_name				潮州公共				channel
潮州综合				channel_name				潮州综合				channel
火爆片场				channel_name				火爆片场				channel
灵台电视台			channel_name				灵台电视台				channel
炫动卡通				channel_name				炫动卡通				channel
炫动卡通HD			channel_name				炫动卡通高清				channel
炫动卡通高清			channel_name				炫动卡通高清				channel
点掌财经				channel_name				点掌财经				channel
热播剧场				channel_name				热播剧场				channel
热播综艺HD			channel_name				热播综艺高清				channel
热播综艺高清			channel_name				热播综艺高清				channel
热门剧场				channel_name				热门剧场				channel
热门剧场HD			channel_name				热门剧场高清				channel
热门剧场高清			channel_name				热门剧场高清				channel
热门动画				channel_name				热门动画				channel
热门综艺				channel_name				热门综艺				channel
热门综艺HD			channel_name				热门综艺高清				channel
热门综艺高清			channel_name				热门综艺高清				channel
熊猫台HD				channel_name				熊猫台高清				channel
熊猫台高清			channel_name				熊猫台高清				channel
熊猫娱乐				channel_name				熊猫娱乐				channel
熊猫少儿				channel_name				熊猫少儿				channel
熊猫新闻高清			channel_name				熊猫新闻高清				channel
熊猫直播间			channel_name				熊猫直播间				channel
熊猫频道				channel_name				熊猫频道				channel
爱上4K				channel_name				爱上4K				channel
爱生活				channel_name				爱生活				channel
牟定县台				channel_name				牟定县台				channel
特克斯TV1			channel_name				特克斯TV1				channel
特克斯TV2			channel_name				特克斯TV2				channel
特克斯TV3			channel_name				特克斯TV3				channel
特克斯TV4			channel_name				特克斯TV4				channel
玉溪一套				channel_name				玉溪一套				channel
玉溪一台				channel_name				玉溪一套				channel
玉溪1套				channel_name				玉溪一套				channel
玉溪2套				channel_name				玉溪二套				channel
玉溪2台				channel_name				玉溪二套				channel
玉门综合频道			channel_name				玉门综合频道				channel
环球奇观				channel_name				环球奇观				channel
环球购物				channel_name				环球购物				channel
现代女性				channel_name				现代女性				channel
现代教育				channel_name				现代教育				channel
珠江电影				channel_name				珠江电影				channel
瓜州综合				channel_name				瓜州综合				channel
甘肃公共				channel_name				甘肃公共				channel
甘肃卫视				channel_name				甘肃卫视				channel
甘肃台				channel_name				甘肃卫视				channel
甘肃卫视高清			channel_name				甘肃卫视高清				channel
甘肃少儿				channel_name				甘肃少儿				channel
甘肃文化影视频道		channel_name				甘肃文化影视频道				channel
甘肃经济HD			channel_name				甘肃经济高清				channel
甘肃经济高清			channel_name				甘肃经济高清				channel
甘肃经济		    	channel_name				甘肃经济				channel
甘肃都市				channel_name				甘肃都市				channel
生活剧场				channel_name				生活剧场				channel
生活时尚				channel_name				生活时尚				channel
生活时尚HD			channel_name				生活时尚高清				channel
生活时尚高清			channel_name				生活时尚高清				channel
电子竞技				channel_name				电子竞技				channel
电影资讯				channel_name				电影资讯				channel
电竞天堂				channel_name				电竞天堂				channel
电视剧频道			channel_name				电视剧频道			channel
电视剧频道HD			channel_name				电视剧频道高清		channel
电视剧频道高清		channel_name				电视剧频道高清		channel
电视指南				channel_name				电视指南				channel
白银公共				channel_name				白银公共				channel
白银综合				channel_name				白银综合				channel
百变课堂				channel_name				百变课堂				channel
百姓剧场				channel_name				百姓剧场				channel
皋兰电视台			channel_name				皋兰电视台				channel
盈江电视台			channel_name				盈江电视台				channel
看天下精选			channel_name				看天下精选				channel
看新闻吧				channel_name				看新闻吧				channel
看看新闻				channel_name				看看新闻				channel
睛彩三秦				channel_name				睛彩三秦				channel
睛彩3秦				channel_name				睛彩三秦				channel
睛彩丝路				channel_name				睛彩丝路				channel
睛彩乐购				channel_name				睛彩乐购				channel
睛彩哈萨克			channel_name				睛彩哈萨克				channel
睛彩新疆				channel_name				睛彩新疆				channel
睛彩电影				channel_name				睛彩电影				channel
睛彩维吾尔			channel_name				睛彩维吾尔				channel
睛彩维吾尔动漫		channel_name				睛彩维吾尔动漫				channel
睛彩维吾尔文艺		channel_name				睛彩维吾尔文艺				channel
睛彩维吾尔电影		channel_name				睛彩维吾尔电影				channel
睛彩维吾尔电视剧		channel_name				睛彩维吾尔电视剧				channel
睛彩维吾尔音乐		channel_name				睛彩维吾尔音乐				channel
睛彩重庆				channel_name				睛彩重庆				channel
石嘴山公共频道		channel_name				石嘴山公共频道				channel
石嘴山惠农频道		channel_name				石嘴山惠农频道				channel
石嘴山综合频道		channel_name				石嘴山综合频道				channel
礼县电视台			channel_name				礼县电视台				channel
神农架新闻			channel_name				神农架新闻				channel
福建体育HD			channel_name				福建体育高清				channel
福建体育高清			channel_name				福建体育高清				channel
福建公共				channel_name				福建公共				channel
福建少儿				channel_name				福建少儿				channel
福建教育频道			channel_name				福建教育频道				channel
福建新闻				channel_name				福建新闻				channel
福建旅游				channel_name				福建旅游				channel
福建电视剧			channel_name				福建电视剧				channel
福建经济生活			channel_name				福建经济生活				channel
福建综合				channel_name				福建综合				channel
福贡台				channel_name				福贡台				channel
科技探索				channel_name				科技探索				channel
移动电视				channel_name				移动电视				channel
移动频道				channel_name				移动频道				channel
空中课堂				channel_name				空中课堂				channel
竞G场				channel_name				竞G场				channel
章贡电视台			channel_name				章贡电视台				channel
第一剧场				channel_name				第一剧场				channel
第一财经				channel_name				第一财经				channel
第一财经HD			channel_name				第一财经高清				channel
第一财经高清			channel_name				第一财经高清				channel
粤TV潮汕				channel_name				粤TV潮汕				channel
精品体育				channel_name				精品体育				channel
精品剧场				channel_name				精品剧场				channel
精彩导视				channel_name				精彩导视				channel
精彩酒泉				channel_name				精彩酒泉				channel
红古电视台			channel_name				红古电视台				channel
红河一套				channel_name				红河一套				channel
红河1套				channel_name				红河一套				channel
红河2套				channel_name				红河二套				channel
纪实频道				channel_name				纪实频道				channel
纪实频道HD			channel_name				纪实频道高清				channel
纪实频道高清			channel_name				纪实频道高清				channel
纪录轮播				channel_name				纪录轮播				channel
经典动画				channel_name				经典动画				channel
经典电影				channel_name				经典电影				channel
经典秀场				channel_name				经典秀场				channel
绚丽甘肃影院频道		channel_name				绚丽甘肃影院频道				channel
绚丽甘肃资讯频道		channel_name				绚丽甘肃资讯频道				channel
维西台				channel_name				维西台				channel
综艺娱乐				channel_name				综艺娱乐				channel
综艺娱乐DX			channel_name				综艺娱乐DX				channel
综艺频道				channel_name				综艺频道				channel
罗平台				channel_name				罗平台				channel
美人频道				channel_name				美人频道				channel
美嘉购物				channel_name				美嘉购物				channel
美妆频道				channel_name				美妆频道				channel
美食频道HD			channel_name				美食频道高清				channel
美食频道高清			channel_name				美食频道高清				channel
耿马台				channel_name				耿马台				channel
聚鲨环球精选			channel_name				聚鲨环球精选				channel
肃北综合频道			channel_name				肃北综合频道				channel
肃南电视台			channel_name				肃南电视台				channel
肃州一台				channel_name				肃州一台				channel
股评汇				channel_name				股评汇				channel
腾冲台				channel_name				腾冲台				channel
自然大观				channel_name				自然大观				channel
艺术人文				channel_name				艺术人文				channel
芒市TV				channel_name				芒市TV				channel
花儿高清电视			channel_name				花儿高清电视				channel
英语辅导				channel_name				英语辅导				channel
茶频道				channel_name				茶频道				channel
荆州新闻				channel_name				荆州新闻				channel
荆门公共				channel_name				荆门公共				channel
荆门教育				channel_name				荆门教育				channel
荆门新闻				channel_name				荆门新闻				channel
莎车1				channel_name				莎车1				channel
莎车2				channel_name				莎车2				channel
菁英剧场				channel_name				菁英剧场				channel
萍乡市电信1			channel_name				萍乡市电信1				channel
萍乡市电信2			channel_name				萍乡市电信2				channel
萍乡市电信3			channel_name				萍乡市电信3				channel
萍乡市电信4			channel_name				萍乡市电信4				channel
萍乡市电信5			channel_name				萍乡市电信5				channel
蓉城先锋				channel_name				蓉城先锋				channel
蓝光影视				channel_name				蓝光影视				channel
行业频道1				channel_name				行业频道1				channel
行业频道2				channel_name				行业频道2				channel
行业频道3				channel_name				行业频道3				channel
襄阳公共				channel_name				襄阳公共				channel
襄阳经济				channel_name				襄阳经济				channel
襄阳综合				channel_name				襄阳综合				channel
西双版纳一套			channel_name				西双版纳一套				channel
西双版纳一台			channel_name				西双版纳一套				channel
西双版纳1套			channel_name				西双版纳一套				channel
西双版纳2套			channel_name				西双版纳二套				channel
西双版纳2台			channel_name				西双版纳二套				channel
西和公共频道			channel_name				西和公共频道				channel
西和综合频道			channel_name				西和综合频道				channel
西安一套				channel_name				西安1套				channel
西安一台				channel_name				西安1套				channel
西安1套				channel_name				西安1套				channel
西安2套				channel_name				西安2套				channel
西安2台				channel_name				西安2套				channel
西安教育台			channel_name				西安教育台				channel
西藏卫视				channel_name				西藏卫视				channel
西藏卫视高清			channel_name				西藏卫视高清				channel
解密频道				channel_name				解密频道				channel
谈股论金				channel_name				谈股论金				channel
谍战剧场				channel_name				谍战剧场				channel
谍战悬疑				channel_name				谍战悬疑				channel
贡山台				channel_name				贡山台				channel
财富天下				channel_name				财富天下				channel
贵州卫视				channel_name				贵州卫视				channel
贵州台				channel_name				贵州卫视				channel
贵州卫视高清			channel_name				贵州卫视高清				channel
贾汪新闻综合			channel_name				贾汪新闻综合				channel
赛事精选1				channel_name				赛事精选1				channel
赛事精选2				channel_name				赛事精选2				channel
赛事精选3				channel_name				赛事精选3				channel
赣州一套				channel_name				赣州一套				channel
赣州一台				channel_name				赣州一套				channel
赣州2套				channel_name				赣州二套				channel
赣州2台				channel_name				赣州二套				channel
赣州3套				channel_name				赣州三套				channel
赣州3台				channel_name				赣州三套				channel
赣州市电信1			channel_name				赣州市电信1				channel
赣州市电信2			channel_name				赣州市电信2				channel
赣州市电信3			channel_name				赣州市电信3				channel
超炫动漫				channel_name				超炫动漫				channel
超级玩家				channel_name				超级玩家				channel
足球轮播				channel_name				足球轮播				channel
辽宁卫视				channel_name				辽宁卫视				channel
辽宁台				channel_name				辽宁卫视				channel
辽宁卫视超清			channel_name				辽宁卫视超清				channel
辽宁卫视高清			channel_name				辽宁卫视高清				channel
辽宁游戏竞技			channel_name				辽宁游戏竞技				channel
连云港公共			channel_name				连云港公共				channel
连云港新闻			channel_name				连云港新闻				channel
迪庆综合				channel_name				迪庆综合				channel
迪庆藏语				channel_name				迪庆藏语				channel
邮轮旅游				channel_name				邮轮旅游				channel
邳州综合				channel_name				邳州综合				channel
都市剧场				channel_name				都市剧场				channel
都市剧场HD			channel_name				都市剧场高清				channel
都市剧场高清			channel_name				都市剧场高清				channel
鄯善电视台1			channel_name				鄯善电视台1				channel
鄯善电视台2			channel_name				鄯善电视台2				channel
酒泉公共				channel_name				酒泉公共				channel
酒泉综合				channel_name				酒泉综合				channel
重庆卫视				channel_name				重庆卫视				channel
重庆台				channel_name				重庆卫视				channel
重庆卫视高清			channel_name				重庆卫视高清				channel
金塔电视台			channel_name				金塔电视台				channel
金庸武侠				channel_name				金庸武侠				channel
金昌公共				channel_name				金昌公共				channel
金色频道				channel_name				金色频道				channel
金鹰卡通				channel_name				金鹰卡通				channel
金鹰卡通HD			channel_name				金鹰卡通高清				channel
金鹰卡通高清			channel_name				金鹰卡通高清				channel
金鹰纪实HD			channel_name				金鹰纪实高清				channel
金鹰纪实高清			channel_name				金鹰纪实高清				channel
金鹰纪实超清			channel_name				金鹰纪实超清				channel
铁血军事				channel_name				铁血军事				channel
铜川一套				channel_name				铜川1套				channel
铜川一台				channel_name				铜川1套				channel
铜川2套				channel_name				铜川2套				channel
铜川2台				channel_name				铜川2套				channel
银川公共				channel_name				银川公共				channel
银川文体				channel_name				银川文体				channel
银川生活				channel_name				银川生活				channel
镇康台				channel_name				镇康台				channel
镇远电视台			channel_name				镇远电视台				channel
阜康市台				channel_name				阜康市台				channel
阿克塞综合			channel_name				阿克塞综合				channel
阿克苏党员远教		channel_name				阿克苏党员远教				channel
阿克陶1				channel_name				阿克陶1				channel
阿克陶2				channel_name				阿克陶2				channel
阿勒泰1				channel_name				阿勒泰1				channel
阿图什1				channel_name				阿图什1				channel
阿图什2				channel_name				阿图什2				channel
阿拉一家门			channel_name				阿拉一家门				channel
阿拉山口				channel_name				阿拉山口				channel
陇南公共				channel_name				陇南公共				channel
陇南新闻综合			channel_name				陇南新闻综合				channel
陇川县台				channel_name				陇川县台				channel
陕西一套				channel_name				陕西1套				channel
陕西一台				channel_name				陕西1套				channel
陕西2套				channel_name				陕西2套				channel
陕西2台				channel_name				陕西2套				channel
陕西3套				channel_name				陕西3套				channel
陕西3台				channel_name				陕西3套				channel
陕西4套				channel_name				陕西4套				channel
陕西4台				channel_name				陕西4套				channel
陕西5套				channel_name				陕西5套				channel
陕西5台				channel_name				陕西5套				channel
陕西6套				channel_name				陕西6套				channel
陕西6台				channel_name				陕西6套				channel
陕西7套				channel_name				陕西7套				channel
陕西7台				channel_name				陕西7套				channel
陕西8套				channel_name				陕西8套				channel
陕西8台				channel_name				陕西8套				channel
陕西卫视				channel_name				陕西卫视				channel
陕西台				channel_name				陕西卫视				channel
陕西卫视高清			channel_name				陕西卫视高清				channel
陶瓷HD				channel_name				陶瓷高清				channel
陶瓷高清				channel_name				陶瓷高清				channel
随州影视				channel_name				随州影视				channel
随州综合				channel_name				随州综合				channel
随音听乐				channel_name				随音听乐				channel
青春动漫				channel_name				青春动漫				channel
青海卫视				channel_name				青海卫视				channel
青海台				channel_name				青海卫视				channel
青海卫视高清			channel_name				青海卫视高清				channel
靓妆频道				channel_name				靓妆频道				channel
静宁电视台			channel_name				静宁电视台				channel
音乐现场				channel_name				音乐现场				channel
韶关公共				channel_name				韶关公共				channel
韶关公共HD			channel_name				韶关公共高清				channel
韶关公共高清			channel_name				韶关公共高清				channel
韶关综合				channel_name				韶关综合				channel
韶关综合HD			channel_name				韶关综合高清				channel
韶关综合高清			channel_name				韶关综合高清				channel
风云剧场				channel_name				风云剧场				channel
风云足球				channel_name				风云足球				channel
风云音乐				channel_name				风云音乐				channel
风尚音乐				channel_name				风尚音乐				channel
风尚音乐HD			channel_name				风尚音乐高清				channel
风尚音乐高清			channel_name				风尚音乐高清				channel
香格里拉台			channel_name				香格里拉台				channel
香江影院				channel_name				香江影院				channel
高台县电视台			channel_name				高台县电视台				channel
高尔夫网球			channel_name				高尔夫网球				channel
高昌区汉语台			channel_name				高昌区汉语台				channel
高昌区维语台			channel_name				高昌区维语台				channel
高清导视频道			channel_name				高清导视频道				channel
高频彩票				channel_name				高频彩票				channel
魅力时尚				channel_name				魅力时尚				channel
魅力音乐				channel_name				魅力音乐				channel
魅力音乐HD			channel_name				魅力音乐高清				channel
魅力音乐高清			channel_name				魅力音乐高清				channel
鹰潭市电信1			channel_name				鹰潭市电信1				channel
鹰潭市电信2			channel_name				鹰潭市电信2				channel
鹰潭市电信3			channel_name				鹰潭市电信3				channel
鹰潭市电信4			channel_name				鹰潭市电信4				channel
鹰潭市电信5			channel_name				鹰潭市电信5				channel
黄冈公共				channel_name				黄冈公共				channel
黄冈综合				channel_name				黄冈综合				channel
黑龙江卫视			channel_name				黑龙江卫视				channel
黑龙江台				channel_name				黑龙江卫视				channel
黑龙江卫视超清		channel_name				黑龙江卫视超清				channel
黑龙江卫视高清		channel_name				黑龙江卫视高清				channel
BBC		            channel_name				BBC				            channel
好易购1		        channel_name				好易购1        				channel
好易购一		        channel_name				好易购1        				channel
好易购2		        channel_name				好易购2        				channel
数码时代		        channel_name				数码时代        				channel
新安夜空			show_name			新安夜空							shows
旅游景区天气预报	show_name			旅游景区天气预报					shows
主题微电影		show_name			主题微电影						shows
雄风剧场			show_name			雄风剧场							shows
每日新闻报		show_name			每日新闻报						shows
超级新闻场		show_name			超级新闻场						shows
纪录片			show_name			纪录片							shows
动画剧场			show_name			动画剧场							shows
海豚万家剧场		show_name			海豚万家剧场						shows
男生女生闯天涯	show_name			男生女生闯天涯					shows
真情剧场			show_name			真情剧场							shows
安徽新闻联播		show_name			安徽新闻联播						shows
海豚第一剧场		show_name			海豚第一剧场						shows
晚间剧场			show_name			晚间剧场							shows
不可思议时尚家	show_name			不可思议时尚家					shows
中国梦纪录片展播	show_name			中国梦纪录片展播					shows
健康大问诊		show_name			健康大问诊						shows
男生女生向前冲	show_name			男生女生向前冲					shows
美丽俏佳人		show_name			美丽俏佳人						shows
旅游天气预报		show_name			旅游天气预报						shows
安徽好人在身边	show_name			安徽好人在身边					shows
相约花戏楼		show_name			相约花戏楼						shows
记住乡愁			show_name			记住乡愁							shows
安徽天气预报		show_name			安徽天气预报						shows
逛遍全世界		show_name			逛遍全世界						shows
耳畔中国			show_name			耳畔中国							shows
一起来跳舞		show_name			一起来跳舞						shows
明星欢乐汇		show_name			明星欢乐汇						shows
晚间气象服务		show_name			晚间气象服务						shows
好梦剧场			show_name			好梦剧场							shows
养生堂			show_name			养生堂							shows
法治进行时		show_name			法治进行时						shows
早间气象服务		show_name			早间气象服务						shows
北京您早			show_name			北京您早							shows
北京评书大会		show_name			北京评书大会						shows
暖暖的新家		show_name			暖暖的新家						shows
上午剧场			show_name			上午剧场							shows
特别关注			show_name			特别关注							shows
午间气象服务		show_name			午间气象服务						shows
大戏看北京		show_name			大戏看北京						shows
午茶剧场			show_name			午茶剧场							shows
暖暖的味道		show_name			暖暖的味道						shows
北京新闻			show_name			北京新闻							shows
品质剧场			show_name			品质剧场							shows
养生堂精编版		show_name			养生堂精编版						shows
暖暖的味道精华版	show_name			暖暖的味道精华版					shows
生命的礼物		show_name			生命的礼物						shows
生命缘			show_name			生命缘							shows
我们结婚吧		show_name			我们结婚吧						shows
我是大医生		show_name			我是大医生						shows
北京天气预报		show_name			北京天气预报						shows
老师请回答		show_name			老师请回答						shows
首都晚间报道		show_name			首都晚间报道						shows
电视先锋榜		show_name			电视先锋榜						shows
跨界歌王精华版	show_name			跨界歌王精华版					shows
旅游气象			show_name			旅游气象						shows
午夜剧场			show_name			午夜剧场						shows
生活服务			show_name			生活服务						shows
中国故事			show_name			中国故事						shows
TICO欢乐假日		show_name			TICO欢乐假日						shows
深夜剧场			show_name			深夜剧场						shows
财经壹资讯		show_name			财经壹资讯						shows
第一眼新闻		show_name			第一眼新闻						shows
第一V视频			show_name			第一V视频						shows
英雄剧场			show_name			英雄剧场						shows
走近中国消防		show_name			走近中国消防						shows
红岩本色			show_name			红岩本色						shows
下午剧场			show_name			下午剧场						shows
重庆新闻联播		show_name			重庆新闻联播						shows
传奇剧场			show_name			传奇剧场						shows
谢谢你来了		show_name			谢谢你来了						shows
走进中国消防		show_name			走进中国消防						shows
环球视界			show_name			环球视界						shows
第1眼新闻			show_name			第1眼新闻						shows
第一眼新闻		show_name			第一眼新闻						shows
直播重庆			show_name			直播重庆						shows
重庆天气预报		show_name			重庆天气预报						shows
新闻联播			show_name			新闻联播						shows
中央新闻联播		show_name			中央新闻联播						shows
美人帮			show_name			美人帮						shows
东方大看点		show_name			东方大看点						shows
欢乐喜剧人		show_name			欢乐喜剧人						shows
梦想改造家		show_name			梦想改造家						shows
急诊室故事		show_name			急诊室故事						shows
看东方			show_name			看东方						shows
东方新气象		show_name			东方新气象						shows
中国梦主题歌曲	show_name			中国梦主题歌曲						shows
潮童天下精编		show_name			潮童天下精编						shows
妈妈咪呀			show_name			妈妈咪呀						shows
东方看大剧		show_name			东方看大剧						shows
午间30分			show_name			午间30分						shows
天气预报			show_name			天气预报						shows
都挺好			show_name			都挺好						shows
明日精彩看点		show_name			明日精彩看点						shows
文娱新天地		show_name			文娱新天地						shows
诗书画			show_name			诗书画						shows
东方新闻			show_name			东方新闻						shows
青春斗			show_name			青春斗						shows
这就是中国		show_name			这就是中国						shows
东方综艺大赏		show_name			东方综艺大赏						shows
巡逻现场实录2018		show_name			巡逻现场实录2018						shows
城市快闪			show_name			城市快闪						shows
精彩看点			show_name			精彩看点						shows
人间世			show_name			人间世						shows
中国新相亲2		show_name			中国新相亲2						shows
东方相声大赏		show_name			东方相声大赏						shows
潮童天下			show_name			潮童天下						shows
中国式相亲		show_name			中国式相亲						shows
东方小品大赏		show_name			东方小品大赏						shows
我们在行动		show_name			我们在行动						shows
笑傲帮			show_name			笑傲帮						shows
东方大头条		show_name			东方大头条						shows
娱乐星天地		show_name			娱乐星天地						shows
梦想剧场			show_name			梦想剧场						shows
直播上海			show_name			直播上海						shows
东方大预告		show_name			东方大预告						shows
花样姐姐			show_name			花样姐姐						shows
双城记			show_name			双城记						shows
防务新时空		show_name			防务新时空						shows
金星时间精编版	show_name			金星时间精编版						shows
金星秀精编版		show_name			金星秀精编版						shows
花样男神			show_name			花样男神						shows
娜就这么说		show_name			娜就这么说						shows
极限挑战			show_name			极限挑战						shows
环球交叉点		show_name			环球交叉点						shows
大爱东方			show_name			大爱东方						shows
中国正在说		show_name			中国正在说						shows
地球之极侣行		show_name			地球之极侣行						shows
台湾新闻脸		show_name			台湾新闻脸						shows
食来运转			show_name			食来运转						shows
海峡艺术名家		show_name			海峡艺术名家						shows
夜间剧场			show_name			夜间剧场						shows
早安福建			show_name			早安福建						shows
东南早间气象		show_name			东南早间气象						shows
早间剧场			show_name			早间剧场						shows
动画片			show_name			动画片						shows
海峡午报			show_name			海峡午报						shows
动画片剧场		show_name			动画片剧场						shows
英雄使命			show_name			英雄使命						shows
毛毛镇			show_name			毛毛镇						shows
绝色神偷			show_name			绝色神偷						shows
环球报道			show_name			环球报道						shows
福建卫视新闻		show_name			福建卫视新闻						shows
东南剧苑			show_name			东南剧苑						shows
海峡新干线		show_name			海峡新干线						shows
与龙共舞			show_name			与龙共舞						shows
鲁豫有约大咖一日行		show_name		鲁豫有约大咖一日行						shows
太酷了设计师		show_name			太酷了设计师						shows
偶像剧场			show_name			偶像剧场						shows
娱乐乐翻天		show_name			娱乐乐翻天						shows
东南气象快讯		show_name			东南气象快讯						shows
丝路行者			show_name			丝路行者						shows
东南晚报			show_name			东南晚报						shows
午夜电影			show_name			午夜电影						shows
环游记我们的侣行	show_name			环游记我们的侣行						shows
本草中国			show_name			本草中国						shows
静屏				show_name			静屏						shows
你好爸爸			show_name			你好爸爸						shows
鲁豫有约一日行	show_name			鲁豫有约一日行						shows
中国情书特辑		show_name			中国情书特辑						shows
中国正在说精华版	show_name			中国正在说精华版						shows
东南军情			show_name			东南军情						shows
剧场				show_name			剧场						shows
帮帮团			show_name			帮帮团						shows
午间新时空		show_name			午间新时空						shows
全省天气预报		show_name			全省天气预报						shows
福建新闻联播		show_name			福建新闻联播						shows
午间旅游气象		show_name			午间旅游气象						shows
全省海洋环境预报	show_name			全省海洋环境预报						shows
新闻启示录		show_name			新闻启示录						shows
舌尖之福			show_name			舌尖之福						shows
时代先锋			show_name			时代先锋						shows
新视觉			show_name			新视觉						shows
扶贫第一线		show_name			扶贫第一线						shows
月牙泉剧场		show_name			月牙泉剧场						shows
好人在身边		show_name			好人在身边						shows
雄关剧场			show_name			雄关剧场						shows
纪录30分			show_name			纪录30分						shows
午间20分			show_name			午间20分						shows
甘肃天气预报		show_name			甘肃天气预报						shows
花雨剧场			show_name			花雨剧场						shows
中国梦主题新创作歌曲	show_name		中国梦主题新创作歌曲						shows
今日聚焦			show_name			今日聚焦						shows
甘肃新闻			show_name			甘肃新闻						shows
黄金剧场			show_name			黄金剧场						shows
新闻晚高峰		show_name			新闻晚高峰						shows
农村三变改革在甘肃		show_name			农村三变改革在甘肃						shows
大戏台		show_name			大戏台						shows
活力影院		show_name			活力影院						shows
秘境神草		show_name			秘境神草						shows
南粤警视		show_name			南粤警视						shows
国乐大典		show_name			国乐大典						shows
雅荻跑世界		show_name			雅荻跑世界						shows
早间天气预报		show_name			早间天气预报						shows
广东新闻联播		show_name			广东新闻联播						shows
流淌的歌声		show_name			流淌的歌声						shows
下午茶剧场		show_name			下午茶剧场						shows
直播全球			show_name			直播全球						shows
广东天气预报		show_name			广东天气预报						shows
财经郎眼			show_name			财经郎眼						shows
栏目或纪录片		show_name			栏目或纪录片						shows
美好生活欢乐送	show_name			美好生活欢乐送						shows
全球零距离		show_name			全球零距离						shows
社会纵横			show_name			社会纵横						shows
你会怎么做		show_name			你会怎么做						shows
健康有道			show_name			健康有道						shows
木偶总动员		show_name			木偶总动员						shows
新闻早高峰		show_name			新闻早高峰						shows
广东视窗			show_name			广东视窗						shows
古色古香中国味	show_name			古色古香中国味						shows
八桂新风行		show_name			八桂新风行						shows
广西民歌会		show_name			广西民歌会						shows
收藏马未都		show_name			收藏马未都						shows
百寿探秘			show_name			百寿探秘						shows
时尚中国			show_name			时尚中国						shows
凡事说理			show_name			凡事说理						shows
壮语新闻			show_name			壮语新闻						shows
广西新闻			show_name			广西新闻						shows
广西旅游天气预报	show_name			广西旅游天气预报						shows
广西海洋天气预报	show_name			广西海洋天气预报						shows
晨光剧场			show_name			晨光剧场						shows
民族动画剧场		show_name			民族动画剧场						shows
经典剧场			show_name			经典剧场						shows
海丝路			show_name			海丝路						shows
广西天气预报		show_name			广西天气预报						shows
美丽剧场			show_name			美丽剧场						shows
剧精彩			show_name			剧精彩						shows
丝绸之路品牌万里行		show_name			丝绸之路品牌万里行						shows
超级点子王		show_name			超级点子王						shows
第一书记			show_name			第一书记						shows
讲政策			show_name			讲政策						shows
丝绸之路品牌万里行特别报道		show_name			丝绸之路品牌万里行特别报道						shows
发现新广西		show_name			发现新广西						shows
一周新闻综述		show_name			一周新闻综述						shows
新闻联播			show_name			新闻联播						shows
一声所爱大地飞歌	show_name			一声所爱大地飞歌						shows
广西故事			show_name			广西故事						shows
贵州新闻联播		show_name			贵州新闻联播						shows
多彩贵州旅游天气导航	show_name			多彩贵州旅游天气导航						shows
绝地枪王之松花江上的枪声	show_name			绝地枪王之松花江上的枪声						shows
道德星空			show_name			道德星空						shows
论道				show_name			论道						shows
医生开讲			show_name			医生开讲						shows
致富有道			show_name			致富有道						shows
气象快讯			show_name			气象快讯						shows
健康生活			show_name			健康生活						shows
书剑恩仇录		show_name			书剑恩仇录						shows
企业风云路		show_name			企业风云路						shows
多彩贵州天气导航	show_name			多彩贵州天气导航						shows
詹姆士的厨房		show_name			詹姆士的厨房						shows
退休好生活		show_name			退休好生活						shows
新闻延长线		show_name			新闻延长线						shows
贵州天气预报		show_name			贵州天气预报						shows
关键时刻			show_name			关键时刻						shows
小品集			show_name			小品集						shows
非常完美			show_name			非常完美						shows
我在贵州等你		show_name			我在贵州等你						shows
你好再见			show_name			你好再见						shows
美食美客			show_name			美食美客						shows
故事中国			show_name			故事中国						shows
育儿大师			show_name			育儿大师						shows
短视频故事会		show_name			短视频故事会						shows
英语新闻			show_name			英语新闻						shows
贵州人口健康		show_name			贵州人口健康						shows
海南新闻联播		show_name			海南新闻联播						shows
直播海南			show_name			直播海南						shows
午夜特别编排		show_name			午夜特别编排						shows
绿岛人家			show_name			绿岛人家						shows
午间剧场			show_name			午间剧场						shows
第一剧场			show_name			第一剧场						shows
缤纷剧场			show_name			缤纷剧场						shows
脱贫致富电视夜校	show_name			脱贫致富电视夜校						shows
直通自贸港		show_name			直通自贸港						shows
绿色农业进行时	show_name			绿色农业进行时						shows
脱贫攻坚大决战	show_name			脱贫攻坚大决战						shows
陵水新闻			show_name			陵水新闻						shows
